Page,Street,Block,Sector,Street Number,Tree No.,Species (raw),Species,Year Planted,Years,Height 1,Height 2,Height 3,Height 4,Diameter 1,Diameter 2,Diameter 3,Diameter 4
544,angus street,1851-2175,SW 82,Parking lot,3,man. maple,Acer negundo,,"1981, 1987",17,18,,,33,"13""",,
544,angus street,1851-2175,SW 82,2000 blk ODD side,1,,,,"1981, 1987",,,,,,,,
544,angus street,1851-2175,SW 82,2000 blk ODD side,2,man. maple,Acer negundo,,"1981, 1987",15,20,,,33,"14""",,
544,angus street,1851-2175,SW 82,2000 blk ODD side,3,,,,"1981, 1987",,,,,,,,
544,angus street,1851-2175,SW 82,2000 blk ODD side,4,am. elm,Ulmus americana,,"1981, 1987",27,33,,,47,"22""",,
544,angus street,1851-2175,SW 82,2000 blk ODD side,5,Am. elm,Ulmus americana,,"1981, 1987",25,32,,,37,"20""",,
544,angus street,1851-2175,SW 82,2000 blk ODD side,6,man. maple,Acer negundo,,"1981, 1987",21,27,,,29,"12""",,
544,angus street,1851-2175,SW 82,2000 blk ODD side,7,,,,"1981, 1987",,,,,,,,
544,angus street,1851-2175,SW 82,2000 blk ODD side,8,Am. elm,Ulmus americana,,"1981, 1987",21,28,,,29,"14""",,
544,angus street,1851-2175,SW 82,2000 blk ODD side,9,Am. elm,Ulmus americana,,"1981, 1987",16,20,,,29,"14""",,
544,angus street,1851-2175,SW 82,2000 blk ODD side,10,man. maple,Acer negundo,,"1981, 1987",3,8,,,1,"2""",,
544,angus street,1851-2175,SW 82,2000 blk ODD side,11,driveway,utility,,"1981, 1987",,,,,,,,
544,angus street,1851-2175,SW 82,2000 blk ODD side,12,Am. elm,Ulmus americana,,"1981, 1987",28,30,,,39,"18""",,
544,angus street,1851-2175,SW 82,2000 blk ODD side,13,driveway,utility,,"1981, 1987",,,,,,,,
544,angus street,1851-2175,SW 82,2000 blk ODD side,14,Am. Elm,Ulmus americana,,"1981, 1987",24,28,,,29,"14""",,
544,angus street,1851-2175,SW 82,2000 blk ODD side,15,Am. elm,Ulmus americana,,"1981, 1987",26,29,,,33,"14""",,
544,angus street,1851-2175,SW 82,2115,1,man. maple,Acer negundo,,"1981, 1987",20,30,,,29,"20""",,
544,angus street,1851-2175,SW 82,2115,2,light,utility,,"1981, 1987",,,,,,,,
544,angus street,1851-2175,SW 82,2131,1,Am. elm,Ulmus americana,,"1981, 1987",6,6,,,2,2,,
544,angus street,1851-2175,SW 82,2131,2,Am elm,Ulmus americana,,"1981, 1987",6,4,,,2,1,,
544,angus street,1851-2175,SW 82,2131,3,Am elm,Ulmus americana,,"1981, 1987",,10,,,,3,,
544,angus street,1851-2175,SW 82,2131,4,Am elm,Ulmus americana,,"1981, 1987",6,10,,,2,2,,
544,angus street,1851-2175,SW 82,2135,1,A.B.,error,Fall 92,"1981, 1987",,,,,,,,
544,angus street,1851-2175,SW 82,2143,1,man maple,Acer negundo,,"1981, 1987",18,25,,,37,12,,
544,angus street,1851-2175,SW 82,2143,2,,,,"1981, 1987",,,,,,,,
544,angus street,1851-2175,SW 82,2147,1,wht spruce,Picea glauca,,"1981, 1987",34,40,,,29,11,,
544,angus street,1851-2175,SW 82,2147,2,man maple,Acer negundo,,"1981, 1987",18,23,,,31,12,,
544,angus street,1851-2175,SW 82,2155,1,sidewalk,utility,,"1981, 1987",,,,,,,,
544,angus street,1851-2175,SW 82,2155,2,Linden,Tilia,June 91,"1981, 1987",,10,,,,,,
544,angus street,1851-2175,SW 82,2159,1,driveway,utility,,"1981, 1987",,,,,,,,
544,angus street,1851-2175,SW 82,2165,1,driveway,utility,,"1981, 1987",,,,,,,,
544,angus street,1851-2175,SW 82,2165,2,driveway,utility,,"1981, 1987",,,,,,,,
544,angus street,1851-2175,SW 82,2167,1,,,,"1981, 1987",,,,,,,,
544,angus street,1851-2175,SW 82,2167,2,poplar,Populus,,"1981, 1987",,15,,,,,,
545,angus street,2052-2200,SW 4 82,2052,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",23,25,,,30,12,,
545,angus street,2052-2200,SW 4 82,2052,2,,,,"1981, 1987",,,,,,,,
545,angus street,2052-2200,SW 4 82,2054,1,american elm,Ulmus americana,,"1981, 1987",26,26,,,28,12,,
545,angus street,2052-2200,SW 4 82,2054,2,american elm,Ulmus americana,,"1981, 1987",29,27,,,40,18,,
545,angus street,2052-2200,SW 4 82,2062,1,white spruce,Picea glauca,,"1981, 1987",13,17,,,7,4,,
545,angus street,2052-2200,SW 4 82,2062,2,manitoba maple,Acer negundo,,"1981, 1987",23,23,,,41,18,,
545,angus street,2052-2200,SW 4 82,2066,1,MAPLE,Acer,,"1981, 1987",31,27,,,50,21,,
545,angus street,2052-2200,SW 4 82,2066,2,american elm,Ulmus americana,,"1981, 1987",29,30,,,41,17,,
545,angus street,2052-2200,SW 4 82,2072,1,manitoba maple,Acer negundo,,"1981, 1987",17,19,,,43,20,,
545,angus street,2052-2200,SW 4 82,2104,1,,,,"1981, 1987",,,,,,,,
545,angus street,2052-2200,SW 4 82,2104,2,american elm,Ulmus americana,,"1981, 1987",28,28,,,34,16,,
545,angus street,2052-2200,SW 4 82,2104,3,manitoba maple,Acer negundo,,"1981, 1987",21,23,,,31,15,,
545,angus street,2052-2200,SW 4 82,2120,1,Green Ash,Fraxinus pennsylvanica,Nov. 20/93,"1981, 1987",,9,,,,,,
545,angus street,2052-2200,SW 4 82,2120,2,manitoba maple,Acer negundo,,"1981, 1987",17,5,,,32,1,,
545,angus street,2052-2200,SW 4 82,2126,1,american elm,Ulmus americana,,"1981, 1987",27,32,,,35,14,,
545,angus street,2052-2200,SW 4 82,2126,2,manitoba maple,Acer negundo,,"1981, 1987",23,20,,,34,14,,
545,angus street,2052-2200,SW 4 82,2130,1,,,,"1981, 1987",,,,,,,,
545,angus street,2052-2200,SW 4 82,2134,1,manitoba maple,Acer negundo,,"1981, 1987",21,20,,,38,16,,
545,angus street,2052-2200,SW 4 82,2134,2,manitoba maple,Acer negundo,,"1981, 1987",19,20,,,37,18,,
545,angus street,2052-2200,SW 4 82,2134,3,,,,"1981, 1987",,,,,,,,
545,angus street,2052-2200,SW 4 82,2154,1,american elm,Ulmus americana,,"1981, 1987",25,29,,,32,14,,
545,angus street,2052-2200,SW 4 82,2154,2,manitoba maple,Acer negundo,,"1981, 1987",23,20,,,27,12,,
545,angus street,2052-2200,SW 4 82,2154,3,american elm,Ulmus americana,,"1981, 1987",23,28,,,37,18,,
545,angus street,2052-2200,SW 4 82,2160,1,american elm,Ulmus americana,,"1981, 1987",24,29,,,45,16,,
545,angus street,2052-2200,SW 4 82,2164,1,american elm,Ulmus americana,,"1981, 1987",30,31,,,35,15,,
545,angus street,2052-2200,SW 4 82,2170,1,american elm,Ulmus americana,,"1981, 1987",28,30,,,37,16,,
545,angus street,2052-2200,SW 4 82,2170,2,,,,"1981, 1987",,,,,,,,
545,angus street,2052-2200,SW 4 82,2178,1,,,,"1981, 1987",,,,,,,,
545,angus street,2052-2200,SW 4 82,2178,2,poplar,Populus,,"1981, 1987",25,30,,,65,28,,
545,angus street,2052-2200,SW 4 82,2178,3,american elm,Ulmus americana,,"1981, 1987",21,25,,,22,12,,
545,angus street,2052-2200,SW 4 82,2178,4,,,,"1981, 1987",,,,,,,,
545,angus street,2052-2200,SW 4 82,2178,5,american elm,Ulmus americana,,"1981, 1987",22,23,,,31,14,,
545,angus street,2052-2200,SW 4 82,2178,6,american elm,Ulmus americana,,"1981, 1987",23,24,,,30,15,,
545,angus street,2052-2200,SW 4 82,2178,7,,,,"1981, 1987",,,,,,,,
545,angus street,2052-2200,SW 4 82,2200,1,american elm,Ulmus americana,,"1981, 1987",33,30,,,39,17,,
545,angus street,2052-2200,SW 4 82,2200,2,american elm,Ulmus americana,,"1981, 1987",29,30,,,37,18,,
545,angus street,2052-2200,SW 4 82,2200,3,american elm,Ulmus americana,,"1981, 1987",31,30,,,41,19,,
545,angus street,2052-2200,SW 4 82,2200,4,american elm,Ulmus americana,,"1981, 1987",28,30,,,36,18,,
545,angus street,2052-2200,SW 4 82,2200,5,green ash,Fraxinus pennsylvanica,,"1981, 1987",21,25,,,14,6,,
545,angus street,2052-2200,SW 4 82,2200,6,american elm,Ulmus americana,,"1981, 1987",28,33,,,36,14,,
545,angus street,2052-2200,SW 4 82,2200,7,manitoba maple,Acer negundo,,"1981, 1987",21,33,,,29,16,,
546,angus street,2175-2300,82,2167,3,POPLAR,Populus,,"1981, 1987",-,20,,,-,5,,
546,angus street,2175-2300,82,2167,4,American elm,Ulmus americana,,"1981, 1987",16,18,,,22,10,,
546,angus street,2175-2300,82,2167,5,Bergeson ash,Fraxinus pennsylvanica 'Bergeson',Nov. 10 /93,"1981, 1987",22,22,,,21,10,,
546,angus street,2175-2300,82,2167,6,American Elm,Ulmus americana,,"1981, 1987",23,25,,,38,16,,
546,angus street,2175-2300,82,2167,7,Bergeson ash,Fraxinus pennsylvanica 'Bergeson',Nov. 10 /93,"1981, 1987",18,25,,,25,12,,
546,angus street,2175-2300,82,2167,8,Green ash,Fraxinus pennsylvanica,Nov. 10 /93,"1981, 1987",,,,,,,,
546,angus street,2175-2300,82,2200 Block Parking lot,1,Manitoba maple,Acer negundo,,"1981, 1987",21,22,,,45,20,,
546,angus street,2175-2300,82,2200 Block Parking lot,2,,,,"1981, 1987",,,,,,,,
546,angus street,2175-2300,82,2200 Block Parking lot,3,,,,"1981, 1987",,,,,,,,
546,angus street,2175-2300,82,2200 Block Parking lot,4,American Elm,Ulmus americana,,"1981, 1987",24,30,,,39,20,,
546,angus street,2175-2300,82,2200 Block Parking lot,5,American Elm,Ulmus americana,,"1981, 1987",28,35,,,57,22,,
546,angus street,2175-2300,82,2200 Block Parking lot,6,,,,"1981, 1987",,,,,,,,
546,angus street,2175-2300,82,2200 Block Parking lot,7,,,,"1981, 1987",,,,,,,,
546,angus street,2175-2300,82,2200 Block Parking lot,8,,,885,"1981, 1987",,,,,,,,
546,angus street,2175-2300,82,2200 Block Parking lot,9,,,886,"1981, 1987",,,,,,,,
546,angus street,2175-2300,82,2200 Block Parking lot,10,,,,"1981, 1987",,,,,,,,
546,angus street,2175-2300,82,2200 Block Parking lot,11,Manitoba Maple,Acer negundo,,"1981, 1987",21,25,,,39,16,,
546,angus street,2175-2300,82,2200 Block Parking lot,12,American Elm,Ulmus americana,,"1981, 1987",27,34,,,43,18,,
546,angus street,2175-2300,82,2200 Block Parking lot,13,,,,"1981, 1987",,,,,,,,
546,angus street,2175-2300,82,2200 Block Parking lot,14,,,,"1981, 1987",,,,,,,,
546,angus street,2175-2300,82,2200 Block Parking lot,15,,,,"1981, 1987",,,,,,,,
546,angus street,2175-2300,82,2200 Block Parking lot,16,Street light,utility,,"1981, 1987",,,,,,,,
546,angus street,2175-2300,82,2200 Block Parking lot,17,,,887,"1981, 1987",,,,,,,,
546,angus street,2175-2300,82,2200 Block Parking lot,18,Manitoba Maple,Acer negundo,,"1981, 1987",14,18,,,37,14,,
546,angus street,2175-2300,82,2200 Block Parking lot,19,Manitoba maple,Acer negundo,,"1981, 1987",25,20,,,43,15,,
546,angus street,2175-2300,82,2200 Block Parking lot,20,,,888,"1981, 1987",,,,,,,,
546,angus street,2175-2300,82,2200 Block Parking lot,21,driveway,utility,,"1981, 1987",,,,,,,,
546,angus street,2175-2300,82,2200 Block Parking lot,22,driveway,utility,,"1981, 1987",,,,,,,,
546,angus street,2175-2300,82,2300 Block Parking lot ODD SIDE,1,Manitoba maple,Acer negundo,,"1981, 1987",14,18,,,33,14,,
546,angus street,2175-2300,82,2300 Block Parking lot ODD SIDE,2,,,,"1981, 1987",,,,,,,,
546,angus street,2175-2300,82,2300 Block Parking lot ODD SIDE,3,,,,"1981, 1987",,,,,,,,
546,angus street,2175-2300,82,2300 Block Parking lot ODD SIDE,4,,,,"1981, 1987",,,,,,,,
546,angus street,2175-2300,82,2300 Block Parking lot ODD SIDE,5,,,,"1981, 1987",,,,,,,,
546,angus street,2175-2300,82,2300 Block Parking lot ODD SIDE,6,Manitoba maple,Acer negundo,,"1981, 1987",16,18,,,43,20,,
546,angus street,2175-2300,82,2300 Block Parking lot ODD SIDE,7,Manitoba Maple,Acer negundo,,"1981, 1987",21,24,,,46,22,,
546,angus street,2175-2300,82,2300 Block Parking lot ODD SIDE,8,American Elm,Ulmus americana,,"1981, 1987",21,24,,,29,14,,
